NAME,Description,Location
Impute2,"  Impute2 is a genotype imputation software tool that uses reference haplotype panels to infer missing genotypes in genome-wide association studies (GWAS). It employs a hidden Markov model to predict genotypes, increasing the power of GWAS by providing a more complete and accurate dataset.",https://mathgen.stats.ox.ac.uk/impute/impute_v2.2.2.html
Illumina Infinium Global Screening Array,"The Illumina Infinium Global Screening Array is a high-density SNP genotyping array designed for population genomics and genetic research. It includes a diverse set of markers optimized for genetic diversity studies, clinical research, and pharmacogenomics applications.",https://sapac.illumina.com/products/by-type/microarray-kits/infinium-global-screening.html
Axiom Genotyping Solution (Thermo Fisher Scientific)," The Axiom Genotyping Solution is a high-throughput genotyping platform offered by Thermo Fisher Scientific. It includes customizable microarrays for SNP and indel genotyping, enabling researchers to study genetic variation in various populations and species.",https://www.thermofisher.com/in/en/home/life-science/microarray-analysis/agrigenomics-solutions-microarrays-gbs/axiom-genotyping-solution-agrigenomics/axiom-mydesign-genotyping-arrays.html
UK Biobank,"The UK Biobank is a large-scale biomedical database and research resource containing genetic, health, and lifestyle information from half a million UK participants. It provides extensive data for studying the determinants of complex diseases and traits, facilitating research in genetics, epidemiology, and public health.",https://www.ukbiobank.ac.uk/
STITCH (Systematic Tool for Interactions between Chemicals and Targets),"STITCH is a database and tool for exploring interactions between chemicals and proteins. It integrates information from multiple sources to predict and visualize potential interactions, aiding in the study of drug mechanisms, toxicology, and chemical biology.","https://bio.tools/stitch#:~:text=STITCH%20is%20a%20database%20of%20protein%20%E2%80%93%20chemical%20interactions%20that%20integrates,mining%20information%20and%20interaction%20predictions."
GWAS Catalog,"The GWAS Catalog is a publicly accessible database of published genome-wide association studies (GWAS). It curates and provides information on SNP-trait associations from numerous studies, enabling researchers to explore genetic variants linked to various traits and diseases.",https://www.ebi.ac.uk/gwas/
NHGRI GWAS Catalog,"The NHGRI GWAS Catalog, maintained by the National Human Genome Research Institute (NHGRI), is a comprehensive resource that collects and curates data from GWAS studies. It includes information on SNP-trait associations, study details, and relevant publications",https://www.ebi.ac.uk/gwas/downloads
FRAPPE (Fast Random Association with Partner Pool Estimation)," FRAPPE is a software tool for estimating individual ancestry proportions from genotype data. It uses a model-based approach similar to ADMIXTURE and STRUCTURE, providing fast and accurate ancestry inference for population genetics studies.
",https://frappe.io/partners
SAIGE (Sequence Association and Interaction Gene Set Enrichment),"   SAIGE is a statistical tool for genetic association studies, particularly designed to handle unbalanced case-control data and large sample sizes. It uses mixed models to account for relatedness and population structure, improving the power and accuracy of rare variant association tests.
",https://bio.tools/saige
WASP (Whole Genome Annotation System for Personalized Medicine)," WASP is a comprehensive system for annotating and interpreting whole-genome sequencing data. It integrates various annotation tools and databases to provide functional insights into genetic variants, supporting personalized medicine and clinical genomics.
",https://bioinfo.biotec.or.th/WASP
FUMA (Functional Mapping and Annotation of Genome-Wide Association Studies),"   FUMA is an online platform for annotating, prioritizing, and interpreting GWAS results. It integrates various functional annotation databases and tools to provide insights into the biological mechanisms underlying genetic associations and to prioritize candidate genes and variants for further study.",https://bio.tools/fuma
LDlink (Linkage Disequilibrium analysis),"LDlink is a suite of web-based tools for exploring linkage disequilibrium (LD) and related genomic features. It provides interactive visualization and analysis of LD patterns, haplotype structures, and variant annotations using data from large population studies like 1000 Genomes.
",https://bio.tools/ldlink
POSSEQ (Polygenic Scores for Sequencing Data)," POSSEQ is a tool for calculating polygenic risk scores (PRS) from sequencing data. It aggregates the effects of multiple genetic variants to estimate an individual's genetic predisposition to certain traits or diseases, aiding in the study of complex genetic architectures.
",https://bio.tools/proseq
REVEL (Rare Variant Explanatory Lever)," REVEL is a computational tool for predicting the pathogenicity of rare missense variants. It integrates scores from multiple prediction tools and databases to provide a consensus assessment, helping researchers and clinicians prioritize variants for further study and potential clinicalÂ relevance.",https://bio.tools/reveal
qPCR Analysis Tool,"Improve your qPCR data analysis and interpretation. Simply input qPCR data and the tool will perform statistical analyses, assist with data interpretation, and provide visual representation of the data.",https://www.stemcell.com/qPCRanalysis
hPSC Genetic Analysis Tool,"When used with the hPSC Genetic Analysis Kit, this tool enables rapid detection of abnormalities within human pluripotent stem cell cultures.",https://www.stemcell.com/geneticanalysisapp
L-Calc? Software,Streamline how you analyze the results of your limiting dilution analyses in your colony forming assays.,https://www.stemcell.com/products/product-types/instruments/l-calc-software.html
PASTAA,The PASTAA program predicts Transcription Factors (TFs) regulating a user defined set of genes.,https://trap.molgen.mpg.de/PASTAA.htm
Homer,HOMER was primarily written as a de novo motif discovery algorithm and is well suited for finding 8-20 bp motifs in large scale genomics data. ,http://homer.ucsd.edu/
GeoSTAN,"GeoStan uses data from two primary sources to perform its functions: a street network database, acquired from one of several premium vendors or the U.S. Census ",https://docs.precisely.com/docs/sftw/geostan-geocoding-suite/v2021-05/en-us/pdf/geostan-v34-00-reference-manual.pdf
iRegulon,iRegulon detects the master regulons and co-factors from a set of differentially expressed genes.,http://iregulon.aertslab.org/
CAGE,Cap Analysis of Gene Expression (CAGE) is a method for promoter identification and transcription profiling developed by RIKEN ,https://cage-seq.com/
karyotyping,"examination of cellular chromosome number and morphology. Differences in appearance include size, position of centromeres, and changes in banding patterns.",https://www.bio-rad.com/en-in/applications-technologies/analysis-stem-cells?ID=LUSR41KSY
single-nucleotide polymorphism (SNP) analysis,SNP arrays are used for detecting loss of heterozygosity (LOH). ,https://www.bio-rad.com/en-in/applications-technologies/analysis-stem-cells?ID=LUSR41KSY
epigenetic profiling,A stem cell's pluripotency is dictated to a large extent by its epigenetic profile ,https://www.bio-rad.com/en-in/applications-technologies/analysis-stem-cells?ID=LUSR42KSY
flow cytometry,"Fluorescently tagged monoclonal antibodies can be used to distinguish specific cell populations, and cell sorting can be used to physically separate different stem cell populations.",https://www.bio-rad.com/en-in/applications-technologies/analysis-stem-cells?ID=LUSR43KSY
immunocytochemistry,Immunocytochemistry is predominantly used to confirm the presence or absence of protein expression in stem cells.,https://www.bio-rad.com/en-in/applications-technologies/analysis-stem-cells?ID=LUSR44KSY
"digital PCR,","RT-digital PCR provide rapid, sensitive, and quantitative methods for monitoring the gene expression profile of any cell population ",https://www.bio-rad.com/en-in/applications-technologies/analysis-stem-cells?ID=LUSR45KSY
western blotting,"In studying the mechanism of stem cell differentiation, western blotting is useful for determining the success of transfection experiments. When a gene is either introduced into the cell or knocked down using antisense RNA or RNAi molecules, detection and quantitation of the presence and level of protein expression by western blotting is often coupled with measurements of transcript levels by RT-qPCR. Importantly, western blots can be used to study the effects of transfection on downstream protein expression.",https://www.bio-rad.com/en-in/applications-technologies/analysis-stem-cells?ID=LUSR46KSY
biomarker analysis,"Regulation of biological processes can be controlled by protein interactions, relative protein levels, and posttranslational protein modification",https://www.bio-rad.com/en-in/applications-technologies/analysis-stem-cells?ID=LUSR47KSY
teratoma formation,teratoma formation can be used as indicators of stemness when analyzing the pluripotency of stem cells,https://www.bio-rad.com/en-in/applications-technologies/analysis-stem-cells?ID=LUSR48KSY
R/Bioconductor,"Bioconductor is a collection of R packages specifically designed for analyzing genomic data, including stem cell-related data. It provides a wide range of tools and algorithms for data preprocessing, visualization, differential expression analysis, and more.","https://www.datacamp.com/tutorial/intro-bioconductor#:~:text=Bioconductor%20software%20consists%20of%20R,specific%20statistical%20and%20graphical%20methods."
MATLAB,"programming language and environment widely used in scientific research, including stem cell research. It offers a rich set of functions and toolboxes for data analysis, statistical modeling, image processing, and machine learning.",https://www.mathworks.com/products/matlab.html
FlowJo,"FlowJo is a powerful software package specifically designed for flow cytometry data analysis, a technique commonly used in stem cell research. It provides tools for data visualization, gating, and statistical analysis of flow cytometry data",https://www.flowjo.com/
Ingenuity Pathway Analysis (IPA),"IPA is a web-based tool that helps in the interpretation of omics data, including gene expression data from stem cells. It provides comprehensive pathway analysis, network analysis, and functional annotation to gain insights into the biological processes and molecular interactions involved in stem cell function.",https://digitalinsights.qiagen.com/products-overview/discovery-insights-portfolio/analysis-and-visualization/qiagen-ipa/
Cytoscape,Cytoscape is an open-source software platform for visualizing and analyzing molecular interaction networks. It can be used to analyze gene regulatory networks and protein-protein interaction networks in stem cell research.,https://cytoscape.org/
GeneSpring,GeneSpring is a software suite developed by Agilent Technologies for microarray and RNA-seq data analysis.,https://www.agilent.com/en/product/software-informatics/genomics-software-informatics/gene-expression/genespring-gx
DESeq2,"DESeq2 is a statistical tool that allows researchers to identify differentially expressed genes from RNA-Seq data. It takes into account the inherent variability in the sequencing data and corrects for it, providing more accurate results.","https://pluto.bio/blog/deseq2-an-overview-of-popular-rna-seq-analysis-package#:~:text=What%20is%20DESeq2%3F,it%2C%20providing%20more%20accurate%20results."
Seurat,"Seurat is an R package designed for QC, analysis, and exploration of single-cell RNA-seq data.",https://satijalab.org/seurat/
Monocle,"Monocle introduced the strategy of ordering single cells in pseudotime, placing them along a trajectory corresponding to a biological process such as cell differentiation by taking advantage of individual cell's asynchronous progression of those processes.","http://cole-trapnell-lab.github.io/monocle-release/docs/#:~:text=Monocle%20introduced%20the%20strategy%20of,asynchronous%20progression%20of%20those%20processes."
Scanpy,"Scanpy is a scalable toolkit for analyzing single-cell gene expression data built jointly with anndata. It includes preprocessing, visualization, clustering, trajectory inference and differential expression testing.",https://scanpy.readthedocs.io/en/stable/
Cell Ranger,"Cell Ranger is a set of analysis pipelines that process Chromium single cell data to align reads, generate feature-barcode matrices, perform clustering and other secondary analysis",https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/what-is-cell-ranger
"DAVID (Database for Annotation, Visualization, and Integrated Discovery)","The Database for Annotation, Visualization and Integrated Discovery (DAVID) provides a comprehensive set of functional annotation tools for investigators to understand the biological meaning behind large lists of genes.",https://david.ncifcrf.gov/
clusterProfiler,The clusterProfiler package is a versatile tool for enrichment analysis.,https://www.sciencedirect.com/science/article/pii/S2666675821000667
TIBCO Spotfire,"Tibco Spotfire, developed by Tibco Software, is a program used for advanced analytics and data visualisation. Spotfire provides a comprehensive suite of data analysis capabilities, such as advanced analytics, predictive modeling, data visualisation and preparation.","https://cloudfoundation.com/blog/what-is-tibco-spotfire/#:~:text=Tibco%20Spotfire%2C%20developed%20by%20Tibco,modeling%2C%20data%20visualisation%20and%20preparation."
GraphPad Prism,"GraphPad Prism combines scientific graphing, comprehensive curve fitting (nonlinear regression), understandable statistics, and data organization. While it won't replace a heavy-duty statistics program, Prism lets you easily perform basic statistical tests commonly used by laboratory and clinical researchers.","https://tech.rochester.edu/software/graphpad-prism/#:~:text=GraphPad%20Prism%20combines%20scientific%20graphing,by%20laboratory%20and%20clinical%20researchers."
Partek Genomics Suite,"Partek Genomics Suite is a statistical analysis software that lets you analyze microarray, qPCR, and pre-processed NGS data right from your desktop computer. It is fast, agile, and memory efficient.",https://www.partek.com/partek-genomics-suite/
GenePattern,"GenePattern provides hundreds of analytical tools for the analysis of gene expression (RNA-seq and microarray), sequence variation and copy number, proteomic, flow cytometry, and network analysis. These tools are all available through a Web interface with no programming experience required.",https://www.genepattern.org/#gsc.tab=0
Qlucore Omics Explorer,"Qlucore Omics Explorer is a Do-It-Yourself bioinformatics software for research in the life science, biotech, food and plant industries, as well as academia",https://qlucore.com/
ANNOVAR,"  ANNOVAR is a tool for annotating genetic variants detected in high-throughput sequencing data. It provides information on the functional consequences of variants, such as their effects on protein coding, splicing, and regulatory regions. ANNOVAR supports multiple types of annotation databases, making it a versatile tool for variant analysis.",https://digitalinsights.qiagen.com/products-overview/clinical-insights-portfolio/annovar/
OMIM (Online Mendelian Inheritance in Man):," OMIM is a comprehensive, authoritative database of human genes and genetic disorders. It provides detailed information on the relationship between gene mutations and phenotypic expression, including descriptions of genetic disorders, associated genes, and references to scientific literature.",https://www.omim.org/
GoldenGate (Illumina)," GoldenGate is a genotyping assay technology developed by Illumina that uses bead-based microarrays to genotype multiple single nucleotide polymorphisms (SNPs) simultaneously. It is known for its accuracy, high throughput, and flexibility in customizing SNP panels for various research purposes.",https://www.sciencedirect.com/science/article/pii/S2214030122000098
TaqMan (Thermo Fisher Scientific)," TaqMan is a technology for quantitative PCR (qPCR) and genotyping assays developed by Thermo Fisher Scientific. It uses fluorescent probes to detect and quantify specific DNA sequences, providing highly accurate and sensitive measurements of gene expression and genetic variants.",https://www.thermofisher.com/in/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html
WGSA (Whole Genome Sequencing Analysis) pipelines,"WGSA pipelines are comprehensive analysis workflows designed to process and interpret whole genome sequencing (WGS) data. They typically include steps for data quality control, alignment, variant calling, annotation, and interpretation, enabling researchers to derive meaningful insights from WGS datasets.",https://europepmc.org/article/PMC/5124490
ChIP-seq analysis tools," ChIP-seq (Chromatin Immunoprecipitation Sequencing) analysis tools are used to analyze data from experiments that combine chromatin immunoprecipitation with next-generation sequencing. These tools help identify DNA binding sites of transcription factors and other proteins, map histone modifications, and analyze chromatin structure. Common tools include MACS (Model-based Analysis of ChIP-Seq) for peak calling and HOMER (Hypergeometric Optimization of Motif EnRichment) for motif discovery.",https://www.cd-genomics.com/pipeline-and-tools-comparison-for-chip-seq-analysis.html
ClinVar," ClinVar is a freely accessible database maintained by the National Center for Biotechnology Information (NCBI) that aggregates information about genomic variations and their relationship to human health. It provides clinical annotations, including pathogenicity, clinical significance, and supporting evidence for various genetic variants.",https://clinvarminer.genetics.utah.edu/
gnoMAD (Genome Aggregation Database),"gnomAD is a resource that aggregates and harmonizes exome and genome sequencing data from a wide range of large-scale sequencing projects. It provides allele frequencies for millions of genetic variants across diverse populations, helping researchers understand genetic diversity and identify rare variants associated with diseases.",https://gnomad.broadinstitute.org/
UCSC Genome Browser," The UCSC Genome Browser is an online tool for visualizing and analyzing genomic data. It provides a graphical interface to browse various genomes, access integrated annotations, and retrieve sequence data. Users can explore gene structures, regulatory elements, comparative genomics, and much more.",https://genome.ucsc.edu/
Ensembl Genome Browser," The Ensembl Genome Browser is a platform for accessing and visualizing genomic data for various species. It provides comprehensive annotations, including gene models, variation data, comparative genomics, and regulatory features. Ensembl supports integration with various external data sources and tools, facilitating in-depth genomicÂ research.",https://ensemblgenomes.org/
PLINK,"PLINK is a widely used open-source software tool for genome-wide association studies (GWAS) and population-based linkage analysis. It provides functions for data management, statistical analysis of genotype/phenotype data, and the calculation of various genetic metrics, such as linkage disequilibrium, haplotype blocks, and principal components.",https://www.cog-genomics.org/plink/
GCTA (Genome-wide Complex Trait Analysis),"GCTA is a software tool for analyzing the genetic architecture of complex traits. It can estimate the proportion of phenotypic variance explained by genome-wide SNPs, perform genomic prediction, and conduct GWAS meta-analysis. GCTA is designed to handle large-scale genetic data and to study the genetic basis of complex traits.",https://yanglab.westlake.edu.cn/software/gcta/#Overview
MACH (MACH Admixture and Coalescence Hidden Markov model,MACH is a software tool for haplotype estimation and genotype imputation. It uses a Hidden Markov Model (HMM) to infer missing genotypes and phase haplotypes based on known haplotype reference panels. MACH is commonly used in genetic studies to improve the accuracy of genotype data.,https://link.springer.com/protocol/10.1007/978-1-0716-0199-0_8
Impute2,"  Impute2 is a genotype imputation software tool that uses reference haplotype panels to infer missing genotypes in genome-wide association studies (GWAS). It employs a hidden Markov model to predict genotypes, increasing the power of GWAS by providing a more complete and accurate dataset.",https://mathgen.stats.ox.ac.uk/impute/impute_v2.2.2.html
Illumina Infinium Global Screening Array,"The Illumina Infinium Global Screening Array is a high-density SNP genotyping array designed for population genomics and genetic research. It includes a diverse set of markers optimized for genetic diversity studies, clinical research, and pharmacogenomics applications.",https://sapac.illumina.com/products/by-type/microarray-kits/infinium-global-screening.html
Axiom Genotyping Solution (Thermo Fisher Scientific)," The Axiom Genotyping Solution is a high-throughput genotyping platform offered by Thermo Fisher Scientific. It includes customizable microarrays for SNP and indel genotyping, enabling researchers to study genetic variation in various populations and species.",https://www.thermofisher.com/in/en/home/life-science/microarray-analysis/agrigenomics-solutions-microarrays-gbs/axiom-genotyping-solution-agrigenomics/axiom-mydesign-genotyping-arrays.html
UK Biobank,"The UK Biobank is a large-scale biomedical database and research resource containing genetic, health, and lifestyle information from half a million UK participants. It provides extensive data for studying the determinants of complex diseases and traits, facilitating research in genetics, epidemiology, and public health.",https://www.ukbiobank.ac.uk/
STITCH (Systematic Tool for Interactions between Chemicals and Targets),"STITCH is a database and tool for exploring interactions between chemicals and proteins. It integrates information from multiple sources to predict and visualize potential interactions, aiding in the study of drug mechanisms, toxicology, and chemical biology.","https://bio.tools/stitch#:~:text=STITCH%20is%20a%20database%20of%20protein%20%E2%80%93%20chemical%20interactions%20that%20integrates,mining%20information%20and%20interaction%20predictions."
GWAS Catalog,"The GWAS Catalog is a publicly accessible database of published genome-wide association studies (GWAS). It curates and provides information on SNP-trait associations from numerous studies, enabling researchers to explore genetic variants linked to various traits and diseases.",https://www.ebi.ac.uk/gwas/
NHGRI GWAS Catalog,"The NHGRI GWAS Catalog, maintained by the National Human Genome Research Institute (NHGRI), is a comprehensive resource that collects and curates data from GWAS studies. It includes information on SNP-trait associations, study details, and relevant publications",https://www.ebi.ac.uk/gwas/downloads
FRAPPE (Fast Random Association with Partner Pool Estimation)," FRAPPE is a software tool for estimating individual ancestry proportions from genotype data. It uses a model-based approach similar to ADMIXTURE and STRUCTURE, providing fast and accurate ancestry inference for population genetics studies.
",https://frappe.io/partners
SAIGE (Sequence Association and Interaction Gene Set Enrichment),"   SAIGE is a statistical tool for genetic association studies, particularly designed to handle unbalanced case-control data and large sample sizes. It uses mixed models to account for relatedness and population structure, improving the power and accuracy of rare variant association tests.
",https://bio.tools/saige
WASP (Whole Genome Annotation System for Personalized Medicine)," WASP is a comprehensive system for annotating and interpreting whole-genome sequencing data. It integrates various annotation tools and databases to provide functional insights into genetic variants, supporting personalized medicine and clinical genomics.
",https://bioinfo.biotec.or.th/WASP
FUMA (Functional Mapping and Annotation of Genome-Wide Association Studies),"   FUMA is an online platform for annotating, prioritizing, and interpreting GWAS results. It integrates various functional annotation databases and tools to provide insights into the biological mechanisms underlying genetic associations and to prioritize candidate genes and variants for further study.",https://bio.tools/fuma
LDlink (Linkage Disequilibrium analysis),"LDlink is a suite of web-based tools for exploring linkage disequilibrium (LD) and related genomic features. It provides interactive visualization and analysis of LD patterns, haplotype structures, and variant annotations using data from large population studies like 1000 Genomes.
",https://bio.tools/ldlink
POSSEQ (Polygenic Scores for Sequencing Data)," POSSEQ is a tool for calculating polygenic risk scores (PRS) from sequencing data. It aggregates the effects of multiple genetic variants to estimate an individual's genetic predisposition to certain traits or diseases, aiding in the study of complex genetic architectures.
",https://bio.tools/proseq
REVEL (Rare Variant Explanatory Lever)," REVEL is a computational tool for predicting the pathogenicity of rare missense variants. It integrates scores from multiple prediction tools and databases to provide a consensus assessment, helping researchers and clinicians prioritize variants for further study and potential clinicalÂ relevance.",https://bio.tools/reveal
